   1.01612329      -2.87572455    
   1.01604497      -2.85844064    
   1.01596189      -2.84115171    
   1.01587403      -2.82385850    
   1.01578140      -2.80656052    
   1.01568401      -2.78925800    
   1.01558185      -2.77195191    
   1.01547503      -2.75464010    
   1.01536357      -2.73732448    
   1.01524746      -2.72000456    
   1.01512671      -2.70268011    
   1.01500142      -2.68535113    
   1.01487160      -2.66801810    
   1.01473737      -2.65068102    
   1.01459849      -2.63333964    
   1.01445532      -2.61599398    
   1.01430774      -2.59864378    
   1.01415575      -2.58129001    
   1.01399958      -2.56393170    
   1.01383913      -2.54657030    
   1.01367438      -2.52920437    
   1.01350546      -2.51183391    
   1.01333249      -2.49446011    
   1.01315546      -2.47708249    
   1.01297438      -2.45970106    
   1.01278949      -2.44231582    
   1.01260054      -2.42492723    
   1.01240778      -2.40753460    
   1.01221120      -2.39013863    
   1.01201093      -2.37273884    
   1.01180696      -2.35533571    
   1.01159930      -2.33792853    
   1.01138818      -2.32051897    
   1.01117361      -2.30310607    
   1.01095545      -2.28568959    
   1.01073408      -2.26826954    
   1.01050937      -2.25084686    
   1.01028132      -2.23342085    
   1.01005030      -2.21599174    
   1.00981605      -2.19856000    
   1.00957882      -2.18112540    
   1.00933862      -2.16368747    
   1.00909555      -2.14624739    
   1.00884974      -2.12880421    
   1.00860107      -2.11135888    
   1.00834990      -2.09391069    
   1.00809598      -2.07646012    
   1.00783968      -2.05900717    
   1.00758088      -2.04155135    
   1.00731981      -2.02409434    
   1.00705647      -2.00663376    
   1.00679088      -1.98917198    
   1.00652325      -1.97170782    
   1.00625360      -1.95424175    
   1.00598204      -1.93677425    
   1.00570858      -1.91930449    
   1.00543332      -1.90183234    
   1.00515640      -1.88435936    
   1.00487781      -1.86688447    
   1.00459778      -1.84940863    
   1.00431633      -1.83193052    
   1.00403357      -1.81445181    
   1.00374949      -1.79697144    
   1.00346434      -1.77948952    
   1.00317800      -1.76200724    
   1.00289071      -1.74452317    
   1.00260246      -1.72703850    
   1.00231349      -1.70955300    
   1.00202382      -1.69206715    
   1.00173342      -1.67457974    
   1.00144255      -1.65709257    
   1.00115120      -1.63960385    
   1.00084543      -1.62127078    
   1.00055826      -1.60406828    
   1.00027084      -1.58686626    
  0.999983430      -1.56966436    
  0.999695957      -1.55246198    
  0.999408662      -1.53526020    
  0.999121487      -1.51805782    
  0.998815119      -1.49968886    
  0.998523772      -1.48219967    
  0.998232901      -1.46471047    
  0.997942626      -1.44722223    
  0.997652948      -1.42973459    
  0.997363985      -1.41224694    
  0.997075856      -1.39476025    
  0.996788561      -1.37727368    
  0.996502340      -1.35978842    
  0.996217191      -1.34230387    
  0.995933235      -1.32482076    
  0.995650470      -1.30733860    
  0.995369136      -1.28985751    
  0.995089173      -1.27237737    
  0.994810760      -1.25489914    
  0.994533956      -1.23742151    
  0.994258821      -1.21994615    
  0.993985474      -1.20247245    
  0.993713975      -1.18499959    
  0.993444443      -1.16752923    
  0.993176937      -1.15005982    
  0.992911577      -1.13259327    
  0.992648363      -1.11512840    
  0.992387414      -1.09766579    
  0.992128849      -1.08020508    
  0.991872668      -1.06274641    
  0.991619051      -1.04529059    
  0.991367996      -1.02783632    
  0.991119623      -1.01038480    
  0.990873992     -0.992936313    
  0.990631163     -0.975490630    
  0.990391195     -0.958046913    
  0.990154207     -0.940606594    
  0.989920259     -0.923168659    
  0.989689410     -0.905733645    
  0.989461780     -0.888301492    
  0.989237309     -0.870873272    
  0.989016235     -0.853447855    
  0.988798440     -0.836025357    
  0.988584161     -0.818606257    
  0.988373339     -0.801190019    
  0.988166094     -0.783777654    
  0.987962544     -0.766369104    
  0.987762570     -0.748963416    
  0.987566411     -0.731561601    
  0.987374067     -0.714164197    
  0.987185597     -0.696769595    
  0.987001002     -0.679379284    
  0.986820400     -0.661992788    
  0.986643791     -0.644609749    
  0.986471295     -0.627231479    
  0.986302912     -0.609856546    
  0.986138701     -0.592485964    
  0.985978663     -0.575119197    
  0.985822976     -0.557756722    
  0.985671520     -0.540399015    
  0.985524476     -0.523044765    
  0.985381842     -0.505695701    
  0.985243559     -0.488350511    
  0.985109806     -0.471010089    
  0.984980583     -0.453673989    
  0.984855890     -0.436342180    
  0.984735787     -0.419016093    
  0.984620273     -0.401693881    
  0.984509408     -0.384375960    
  0.984403253     -0.367062807    
  0.984301746     -0.349754453    
  0.984205008     -0.332450867    
  0.984112978     -0.315152079    
  0.984025776     -0.297858089    
  0.983943343     -0.280569315    
  0.983865738     -0.263284862    
  0.983793020     -0.246005669    
  0.983725131     -0.228731260    
  0.983662128     -0.211461604    
  0.983603954     -0.194197714    
  0.983550727     -0.176938564    
  0.983502448     -0.159683734    
  0.983459055     -0.142434627    
  0.983420610     -0.125189811    
  0.983387053     -0.107951194    
  0.983358502      -9.07164067E-02
  0.983334899      -7.34873489E-02
  0.983316243      -5.62635250E-02
  0.983302534      -3.90439965E-02
  0.983293772      -2.18306743E-02
  0.983289957      -4.62163892E-03
  0.983291090       1.25816735E-02
